kmeans,random,greedy,hillclimber
,35728,,35116
,35602,,35089
,36430,,35242
,35962,,35098
,35494,,34837
,35728,,35089
,36313,,35548
,35809,,35368
,35674,,35269
,35719,,35044
,35818,,35242
,35773,,35494
,35512,,35467
,35548,,35260
,35350,,35053
,35584,,34864
,35611,,35026
,35440,,35323
,35503,,35323
,35692,,35467
,35476,,35134
,36007,,34990
,35458,,35431
,35557,,34963
,35458,,35188
,35881,,34945
,35566,,35404
,35935,,35080
,35179,,35332
,36007,,35512
,35413,,34972
,35863,,35242
,35782,,35413
,35584,,35341
,35548,,35053
,35818,,35377
,35764,,35089
,35845,,35539
,35782,,35179
,35773,,35170
,35647,,35188
,35674,,35296
,36061,,35557
,35602,,35260
,35728,,35467
,35683,,35539
,35431,,34972
,35872,,35359
,35737,,35530
,35836,,35323
,35638,,35566
,35800,,35278
,35575,,35107
,35782,,35026
,35719,,34855
,35593,,35278
,35827,,35656
,35233,,35287
,35881,,35350
,36088,,35692
,35827,,35044
,35575,,35404
,35494,,35584
,35980,,35089
,35467,,35359
,36016,,35161
,35422,,35134
,36349,,35152
,35692,,35377
,35962,,35242
,35890,,35035
,35575,,35278
,35557,,35710
,35746,,35503
,35431,,35377
,35809,,35188
,35782,,35422
,35935,,35278
,35665,,34990
,35638,,35476
,35395,,35152
,35989,,34504
,35863,,35422
,35728,,35341
,35773,,35593
,35872,,35341
,35350,,35350
,34999,,35350
,35881,,35368
,35332,,34918
,35620,,35296
,35782,,35764
,35701,,35161
,36259,,35017
,36034,,34990
,35935,,35035
,35791,,35134
,35359,,35134
,35881,,35359
,35584,,35260
,36178,,35458
,35548,,35341
,35701,,35476
,35665,,35332
,35656,,35467
,35512,,35314
,35692,,34936
,35548,,35008
,35251,,35737
,35917,,35476
,34864,,35359
,36070,,35107
,35773,,35386
,35818,,35386
,35917,,35593
,34918,,34909
,34990,,35350
,35674,,35458
,35854,,34432
,35908,,35260
,35818,,35602
,35188,,35521
,35476,,35710
,35800,,35008
,35971,,35152
,36097,,35521
,35323,,35728
,35674,,34981
,35161,,34882
,35620,,35431
,35305,,34684
,35584,,35602
,35548,,35485
,35539,,35413
,35260,,35170
,35476,,35233
,35431,,35512
,35323,,34756
,35485,,35152
,35746,,35377
,35530,,35278
,35908,,35404
,35809,,35494
,36016,,35386
,35872,,35314
,35953,,35710
,35341,,35962
,35674,,35152
,35782,,35503
,35350,,35125
,36214,,35224
,35953,,35071
,35611,,35125
,35710,,35593
,35233,,35035
,35782,,35179
,35737,,35503
,35467,,35530
,35602,,35494
,35458,,35521
,35854,,35035
,35485,,35017
,35935,,35008
,35449,,35620
,35656,,35179
,35971,,35026
,35467,,35170
,35818,,35215
,35476,,35404
,35710,,35233
,35836,,34945
,35656,,35503
,35926,,35206
,35953,,35359
,35917,,35539
,35143,,35638
,35575,,34864
,35314,,35467
,35629,,35260
,35602,,34756
,35386,,35161
,35305,,35107
,35800,,35134
,35269,,35152
,35503,,35197
,35980,,35152
,36151,,35386
,35656,,34846
,35710,,35197
,36178,,35548
,35872,,35161
,35692,,35629
,35350,,35260
,35629,,35179
,36034,,35269
,35971,,34882
,35845,,35152
,35980,,34882
,35602,,35287
,35827,,35089
,35458,,35539
,36025,,35602
,35710,,35134
,35953,,35341
,35332,,35053
,35845,,34999
,35647,,35422
,35539,,35251
,35818,,35197
,35917,,35476
,35656,,35206
,35332,,35692
,35854,,35107
,35557,,35368
,35728,,35305
,35800,,35242
,35791,,35359
,35728,,35026
,35539,,34981
,35728,,34972
,35539,,35008
,35989,,35791
,35710,,34927
,35764,,35269
,36160,,35296
,36106,,35512
,36169,,35125
,36241,,35539
,35404,,34810
,35620,,35107
,35953,,34999
,35458,,34846
,35827,,35089
,35629,,35440
,35989,,34837
,35881,,35359
,35332,,35368
,36106,,35413
,35575,,35224
,35323,,35359
,35908,,35206
,35872,,35170
,35530,,34945
,35305,,35674
,35458,,35557
,35746,,35323
,35593,,35008
,36304,,35206
,35611,,35386
,36016,,34837
,36169,,35584
,35566,,35296
,35467,,34927
,35341,,35116
,35944,,35143
,35917,,35485
,35917,,35179
,35647,,35314
,35404,,35386
,35701,,35206
,35719,,35197
,35503,,35323
,35584,,34612
,35323,,35044
,35476,,35494
,35872,,35431
,35548,,34999
,35386,,35395
,35386,,35305
,35377,,35530
,35692,,35377
,35827,,35170
,35593,,34918
,35557,,35476
,35755,,34999
,35539,,35323
,36124,,34954
,36250,,34963
,35845,,35386
,35575,,35395
,35701,,35332
,36385,,35935
,35710,,35332
,36457,,35008
,35062,,35188
,36007,,35062
,35503,,35116
,35755,,35386
,35323,,35485
,35539,,35548
,35980,,35071
,35836,,35206
,36475,,34981
,35512,,35161
,35755,,35710
,35836,,35143
,35575,,35008
,35755,,34657
,36097,,35044
,35242,,34864
,35557,,34792
,35944,,35539
,35557,,34927
,35620,,35107
,35467,,35359
,35584,,35206
,35719,,35179
,35467,,35395
,35989,,35116
,35188,,35341
,36115,,34963
,35458,,34639
,36034,,34909
,35872,,34963
,35350,,35575
,35260,,35440
,36061,,35233
,36079,,35422
,35674,,35359
,35692,,35053
,36322,,35440
,36160,,35278
,35674,,35080
,35611,,35476
,35683,,35161
,35980,,35224
,35782,,35494
,35413,,35278
,35323,,34612
,35980,,34702
,35476,,35503
,35962,,35818
,35674,,35395
,35629,,35413
,35656,,35314
,35071,,35125
,35134,,35260
,35953,,35440
,36142,,35026
,36214,,35458
,35827,,35197
,36115,,35395
,35251,,35008
,34990,,34909
,35611,,35440
,36070,,35404
,35962,,34918
,35296,,35224
,35548,,35188
,35899,,35071
,35845,,35089
,36025,,35197
,35341,,34981
,35503,,35089
,36016,,35224
,35989,,34630
,36070,,35296
,35773,,35629
,35791,,35278
,36169,,35503
,35890,,35593
,36196,,35179
,35503,,35800
,35737,,34972
,35764,,35476
,35908,,35440
,35485,,35170
,35755,,34630
,35557,,35512
,35854,,35098
,35521,,35314
,35521,,35197
,35809,,35188
,35674,,35062
,35494,,35593
,35701,,34990
,35206,,35476
,36043,,35233
,35728,,35305
,35836,,35215
,35485,,35395
,35413,,35197
,36061,,35224
,35467,,35305
,35188,,35215
,35773,,35314
,35701,,35395
,35557,,35287
,35539,,35116
,35701,,35314
,35512,,35035
,35737,,35026
,35791,,35485
,35656,,34855
,35530,,35089
,36160,,35467
,35476,,35035
,35791,,35251
,35836,,35125
,35593,,35332
,35413,,35044
,35710,,34765
,35962,,35386
,35773,,35197
,35530,,35296
,35737,,34972
,35692,,35341
,35962,,34819
,35611,,35413
,35692,,35620
,36133,,35386
,35278,,35476
,35386,,35575
,35395,,34531
,35773,,35764
,35665,,35440
,35989,,35395
,35764,,35674
,35638,,35413
,35962,,35233
,35512,,35134
,34990,,35152
,35377,,35431
,35980,,35260
,35575,,35215
,35737,,35224
,35566,,34990
,35710,,35053
,35656,,35053
,35449,,35080
,35620,,35413
,36214,,34819
,35701,,35188
,36025,,35566
,35890,,34990
,35656,,35494
,35926,,35503
,35782,,35260
,35917,,35287
,35665,,35620
,35593,,35215
,35494,,35638
,35908,,35260
,35404,,35422
,35548,,35161
,35377,,35107
,35773,,35548
,35422,,35377
,35323,,35278
,35980,,35377
,35449,,35107
,35728,,35413
,36016,,35287
,35791,,35530
,35224,,34972
,35512,,35440
,34990,,34891
,35017,,35287
,35422,,35458
,35557,,34963
,35719,,35332
,35854,,35431
,36079,,35224
,35755,,35467
,36043,,35251
,35755,,35494
,35287,,35179
,35872,,35449
,35539,,35458
,35494,,35521
,35593,,34999
,35602,,35530
,35755,,35386
,35611,,35071
,36196,,34954
,35683,,34882
,35602,,35089
,35503,,35107
,35278,,35215
,35827,,35404
,35827,,35665
,35530,,35440
,35377,,35476
,35647,,35467
,35980,,35197
,35521,,35206
,35701,,35089
,35836,,35719
,35692,,35377
,35566,,35449
,36232,,35458
,35701,,35611
,35935,,35368
,36106,,35395
,35665,,35323
,35764,,35359
,35584,,35098
,35917,,35125
,36133,,34882
,35323,,35089
,35710,,35251
,35980,,35134
,35593,,35539
,35953,,35170
,35305,,35035
,35575,,35503
,35494,,34702
,35737,,35224
,35530,,35233
,35674,,35125
,36079,,35107
,35926,,35386
,35782,,35431
,35206,,35134
,35323,,35431
,35620,,35116
,35341,,35539
,35629,,35620
,35836,,34846
,35800,,35350
,35107,,34900
,36115,,35494
,35584,,34963
,35314,,35305
,36259,,35332
,35494,,35296
,35692,,35395
,35215,,35035
,35476,,34999
,35674,,34954
,35548,,35152
,35287,,35269
,36097,,35314
,35413,,35296
,35737,,35233
,35458,,35071
,34927,,35044
,35890,,35431
,35647,,35242
,35818,,35476
,35521,,35440
,35962,,35044
,35710,,35044
,35233,,35683
,36313,,35134
,35521,,35008
,36034,,35458
,35701,,35080
,35881,,35062
,35494,,35269
,35602,,35368
,36169,,35188
,35980,,34801
,35476,,35656
,36088,,35629
,35557,,34990
,35719,,35152
,35674,,34891
,35575,,35224
,35161,,35449
,35800,,35512
,35494,,35296
,35881,,35305
,35350,,35494
,35593,,34828
,36124,,35296
,35395,,35224
,35017,,35449
,35620,,35017
,35692,,34900
,35746,,35404
,36115,,35674
,35827,,35323
,35818,,35485
,35728,,35080
,35818,,35260
,35719,,35368
,35827,,35197
,35404,,35314
,35692,,35260
,35611,,35458
,35080,,35314
,35512,,35314
,35557,,35314
,35899,,35566
,35791,,34873
,35566,,35161
,36259,,35431
,36043,,35773
,35881,,35512
,35314,,35359
,36115,,34810
,35809,,35125
,35872,,35395
,35071,,35215
,35341,,35062
,35953,,35161
,35350,,34963
,35881,,35332
,35161,,35125
,35980,,35161
,35701,,35251
,36133,,34990
,35980,,35566
,35764,,35350
,35539,,35314
,36007,,34999
,35881,,35341
,36061,,35485
,35440,,35458
,35773,,35359
,35485,,35350
,35890,,35269
,35521,,34927
,35458,,35368
,35539,,34540
,35674,,34981
,35548,,35359
,35197,,35287
,35845,,34990
,35953,,35179
,35395,,35557
,35287,,35404
,35746,,35458
,35782,,35269
,35620,,35386
,35584,,35674
,35845,,35278
,35440,,35539
,35872,,35044
,35899,,34936
,35719,,35287
,35494,,35134
,35503,,35431
,36052,,34666
,36376,,35458
,35998,,35449
,35449,,35296
,35773,,34873
,35926,,35134
,35449,,35233
,35485,,34900
,35737,,35512
,35593,,35548
,35665,,35449
,35917,,35107
,36052,,34891
,35485,,35035
,35656,,35170
,35251,,35458
,35539,,34972
,35089,,35341
,35782,,35386
,35350,,35080
,36187,,35035
,35575,,35521
,36016,,35233
,35836,,35314
,35314,,35539
,35647,,35350
,35377,,35359
,35944,,35296
,35791,,35278
,35467,,35251
,35305,,35350
,35647,,35386
,35989,,35476
,35953,,35152
,35503,,35269
,35836,,35386
,35341,,34756
,35773,,35044
,35197,,35125
,35629,,34801
,35701,,35287
,35629,,35143
,35530,,35197
,35242,,35746
,35926,,35458
,35485,,35296
,35521,,34855
,35395,,35287
,35413,,35134
,35683,,35377
,35764,,34837
,35377,,35134
,35836,,35413
,35629,,35314
,35728,,35188
,36097,,35269
,36133,,35440
,35827,,35377
,35962,,35314
,35665,,35098
,35827,,35332
,35467,,35557
,35746,,35206
,35458,,35251
,35404,,35152
,35962,,35323
,35737,,35152
,35494,,35269
,36187,,35395
,35242,,35602
,35836,,34828
,35611,,35287
,35845,,35404
,35620,,35323
,36178,,35179
,35125,,34972
,35719,,35242
,35674,,34972
,35584,,35350
,35701,,35278
,35692,,34954
,35899,,35179
,35431,,35161
,35386,,35251
,35323,,35170
,35710,,35584
,35719,,35251
,35512,,35269
,35575,,35548
,35818,,35278
,35368,,35134
,35863,,35305
,35998,,35350
,35431,,35089
,35701,,34720
,35566,,35179
,35413,,35062
,35305,,35818
,35296,,35071
,35863,,34963
,35215,,35575
,35854,,35044
,36034,,34927
,35800,,35566
,35719,,34918
,35611,,35377
,35638,,35476
,35818,,35593
,35647,,34873
,35530,,34999
,35611,,35476
,35854,,35215
,36142,,35179
,35728,,35233
,35845,,35251
,35152,,35377
,35611,,35656
,36043,,35161
,36142,,34846
,35638,,35458
,35737,,35638
,35692,,35656
,35764,,35143
,35944,,35728
,35998,,35116
,35926,,35251
,36034,,35260
,35575,,35260
,35503,,35512
,35467,,35206
,35269,,35701
,35818,,35107
,35755,,35152
,35656,,35611
,36124,,34981
,35494,,35062
,35395,,35170
,35350,,35179
,35566,,35323
,35305,,34963
,35521,,34981
,35557,,35638
,35557,,35296
,35602,,34990
,35368,,35197
,36205,,35296
,35584,,35206
,35611,,35593
,35332,,35170
,35728,,35098
,34945,,35116
,35935,,35566
,35908,,35359
,35998,,35395
,35512,,35314
,35350,,35179
,35503,,35323
,35728,,35296
,35782,,35161
,35737,,35224
,35719,,35152
,35044,,35188
,36133,,35341
,35773,,35323
,35431,,35584
,35530,,35278
,35854,,35512
,35674,,34945
,35296,,35296
,35926,,35152
,35800,,34909
,35737,,35233
,35188,,34891
,35413,,35242
,35440,,34846
,35413,,35422
,36007,,35575
,35125,,35368
,35728,,35584
,35629,,35449
,35629,,35179
,35566,,34963
,35539,,35152
,35665,,35188
,35800,,34990
,35242,,35521
,35989,,35179
,35791,,35107
,35035,,35161
,35683,,34918
,35359,,35296
,36187,,35143
,35845,,34855
,35566,,34828
,35584,,
,35287,,
,36088,,
,35008,,
,35584,,
,35575,,
,35845,,
,36304,,
,36106,,
,36151,,
,35278,,
,35296,,
,35791,,
,35935,,
,35890,,
,35458,,
,35305,,
,35602,,
,35935,,
,35494,,
,35665,,
,36016,,
,35737,,
,35764,,
,35638,,
,35710,,
,35692,,
,35098,,
,35746,,
,35530,,
,35854,,
,35998,,
,35539,,
,35917,,
,35269,,
,35665,,
,35422,,
,35485,,
,36070,,
,35539,,
,35404,,
,35782,,
,34900,,
,35917,,
,35512,,
,35548,,
,36115,,
,35800,,
,35845,,
,35503,,
,35647,,
,35629,,
,35602,,
,35764,,
,35413,,
,35611,,
,35611,,
,35494,,
,35224,,
,35899,,
,35836,,
,35314,,
,35953,,
,35953,,
,35674,,
,35593,,
,35476,,
,35341,,
,35377,,
,35746,,
,35548,,
,35764,,
,35773,,
,35683,,
,35314,,
,35359,,
,35440,,
,35692,,
,35827,,
,35755,,
,35620,,
,35908,,
,35791,,
,35089,,
,36034,,
,35377,,
,35737,,
,35818,,
,35692,,
,35629,,
,35557,,
,36286,,
,36052,,
,35818,,
,35836,,
,35485,,
,36061,,
,36133,,
,35971,,
,35332,,
,36430,,
,35386,,
,35863,,
,35341,,
,35512,,
,35836,,
,34972,,
,36007,,
,35044,,
,35755,,
,36232,,
,35791,,
,35962,,
,35656,,
,35692,,
,35989,,
,35170,,
,36133,,
,35980,,
,35899,,
,36322,,
,35539,,
,35845,,
,36358,,
,35827,,
,35530,,
,35251,,
,35260,,
,35161,,
,35269,,
,35701,,
,35863,,
,35251,,
,35611,,
,35719,,
,35584,,
,35863,,
,35728,,
,35530,,
,36259,,
,35170,,
,36043,,
,35503,,
,35584,,
,35818,,
,35548,,
,35656,,
,35638,,
,35566,,
,35719,,
,35665,,
,35800,,
,35665,,
,35674,,
,35539,,
,35332,,
,35764,,
,35674,,
,36142,,
,35458,,
,35809,,
,35737,,
,35683,,
,35701,,
,35953,,
,35827,,
,35818,,
,36151,,
,36313,,
,35701,,
,35845,,
,35224,,
,35206,,
,36097,,
,35701,,
,35710,,
,35944,,
,35980,,
,36052,,
,36025,,
,35989,,
,35998,,
,35638,,
,35728,,
,35638,,
,35323,,
,35323,,
,35881,,
,35611,,
,35845,,
,35530,,
,35755,,
,35485,,
,35305,,
,35944,,
,35809,,
,35737,,
,35485,,
,35467,,
,35836,,
,35692,,
,35593,,
,35548,,
,35215,,
,35755,,
,35242,,
,35332,,
,35962,,
,36070,,
,35530,,
,35251,,
,35674,,
,35818,,
,35962,,
,35998,,
,35737,,
,35782,,
,36043,,
,35629,,
,35764,,
,35881,,
,35674,,
,35224,,
,35971,,
,35845,,
,35764,,
,36025,,
,35494,,
,35935,,
,35719,,
,35953,,
,35647,,
,35278,,
,35188,,
,35962,,
,35377,,
,35431,,
,35791,,
,36043,,
,35737,,
,35602,,
,35980,,
,35755,,
,36106,,
,36043,,
,35989,,
,35233,,
,35584,,
,35638,,
,35530,,
,35341,,
,35440,,
,35449,,
,35836,,
,35908,,
,35926,,
,35584,,
,35710,,
,35530,,
,35575,,
,35593,,
,35719,,
,35629,,
,35548,,
,35656,,
,35584,,
,35620,,
,35629,,
,35980,,
,35863,,
,35647,,
,35863,,
,35539,,
,35854,,
,35548,,
,35971,,
,35242,,
,35899,,
,35287,,
,35575,,
,35719,,
,35629,,
,35602,,
,35332,,
,35944,,
,35377,,
,35359,,
,35854,,
,35611,,
,35233,,
,35944,,
,35719,,
,36133,,
,35539,,
,35116,,
,35827,,
,35746,,
,35575,,
,35404,,
,35881,,
,35557,,
,35863,,
,35755,,
,35638,,
,35710,,
,36115,,
,35557,,
,35980,,
,35539,,
,36061,,
,36061,,
,35350,,
,35683,,
,35431,,
,35962,,
,35440,,
,36106,,
,35782,,
,35692,,
,35899,,
,35188,,
,35494,,
,35638,,
,35764,,
,35566,,
,35755,,
,35359,,
,35404,,
,35926,,
,35062,,
,35449,,
,35476,,
,35764,,
,35701,,
,35845,,
,36250,,
,36034,,
,35737,,
,35620,,
,36007,,
,35620,,
,35611,,
,35422,,
,35728,,
,36304,,
,35656,,
,35512,,
,35404,,
,35566,,
,35386,,
,35485,,
,35827,,
,35575,,
,35908,,
,35746,,
,35602,,
,35944,,
,35341,,
,35494,,
,35611,,
,35863,,
,35899,,
,35566,,
,35593,,
,35071,,
,35107,,
,35917,,
,35701,,
,35989,,
,35827,,
,35791,,
,36187,,
,36106,,
,35818,,
,35647,,
,35836,,
,35773,,
,35773,,
,35251,,
,35827,,
,36106,,
,35566,,
,35530,,
,35413,,
,35665,,
,36034,,
,35854,,
,35953,,
,35674,,
,35548,,
,35323,,
,35611,,
,35503,,
,35503,,
,35548,,
,35890,,
,35782,,
,35854,,
,35485,,
,35692,,
,35350,,
,35350,,
,35926,,
,35467,,
,35971,,
,35845,,
,35548,,
,35800,,
,35962,,
,35431,,
,35485,,
,35467,,
,35953,,
,35638,,
,35692,,
,36151,,
,35440,,
,35755,,
,35539,,
,35314,,
,35629,,
,35449,,
,35512,,
,35899,,
,35629,,
,35809,,
,35665,,
,35044,,
,35449,,
,35989,,
,35341,,
,35107,,
,35764,,
,35602,,
,35854,,
,35305,,
,35539,,
,36169,,
,35179,,
,35521,,
,35341,,
,36232,,
,35368,,
,35782,,
,35638,,
,35566,,
,35728,,
,35638,,
,35422,,
,35602,,
,35971,,
,35773,,
,35674,,
,35845,,
,35548,,
,35575,,
,36106,,
,35764,,
,35746,,
,35917,,
,35692,,
,36277,,
,35170,,
,35269,,
,35755,,
,35953,,
,35422,,
,35665,,
,35827,,
,35872,,
,35962,,
,35701,,
,36250,,
,35755,,
,35242,,
,35278,,
,35890,,
,35620,,
,35413,,
,35692,,
,35890,,
,35422,,
,35701,,
,35566,,
,36088,,
,35530,,
,35845,,
,35395,,
,35863,,
,35503,,
,35728,,
,35530,,
,35755,,
,35719,,
,35710,,
,35998,,
,35800,,
,35791,,
,35377,,
,36106,,
,35818,,
,35836,,
,35593,,
,35746,,
,35395,,
,35737,,
,35791,,
,35854,,
,35665,,
,35656,,
,35386,,
,35494,,
,35755,,
,35926,,
,35980,,
,36268,,
,35845,,
,35746,,
,35377,,
,35773,,
,36070,,
,35827,,
,35953,,
,35917,,
,35881,,
,35827,,
,36205,,
,35422,,
,35908,,
,35386,,
,35881,,
,35566,,
,35467,,
,35620,,
,35260,,
,35791,,
,36088,,
,35764,,
,35836,,
,35053,,
,35872,,
,35719,,
,35710,,
,35656,,
,35431,,
,36025,,
,35998,,
,35809,,
,35557,,
,35197,,
,35575,,
,35647,,
,35377,,
,35548,,
,35431,,
,35854,,
,35935,,
,35746,,
,35422,,
,35800,,
,35116,,
,35728,,
,35836,,
,35737,,
,35566,,
,35656,,
,35755,,
,35431,,
,35548,,
,35665,,
,35494,,
,36070,,
,35593,,
,35890,,
,35872,,
,36016,,
,35197,,
,36070,,
,35665,,
,35710,,
,35836,,
,35665,,
,35647,,
,35611,,
,36151,,
,36187,,
,35431,,
,35305,,
,35170,,
,35557,,
,35602,,
,35782,,
,35530,,
,35692,,
,35314,,
,35557,,
,35656,,
,35971,,
,35827,,
,35548,,
,36043,,
,35620,,
,35287,,
,35107,,
,35944,,
,35791,,
,35701,,
,35791,,
,35458,,
,35665,,
,35395,,
,35521,,
,36421,,
,35800,,
,35458,,
,35728,,
,35566,,
,35584,,
,35800,,
,35665,,
,35773,,
,35701,,
,35719,,
,35512,,
,35656,,
,35305,,
,35323,,
,35791,,
,35377,,
,35629,,
,35620,,
,35647,,
,35854,,
,35665,,
,35611,,
,35737,,
,35377,,
,35908,,
,35494,,
,35611,,
,36205,,
,36250,,
,35647,,
,35863,,
,35908,,
,35728,,
,35674,,
,35638,,
,35899,,
,35485,,
,35728,,
,35962,,
,35368,,
,36223,,
,35467,,
,35377,,
,35179,,
,35908,,
,35899,,
,35395,,
,35710,,
,35620,,
,36088,,
,35899,,
,35467,,
,35656,,
,35962,,
,35701,,
,35809,,
,35611,,
,35890,,
,35359,,
,35881,,
,36205,,
,35620,,
,35116,,
,35908,,
,35152,,
,35656,,
,36097,,
,36088,,
,35575,,
,35296,,
,35872,,
,35458,,
,35782,,
,35980,,
,36070,,
,35368,,
,36034,,
,35890,,
,35557,,
,35755,,
,35944,,
,36007,,
,35647,,
,35548,,
,35899,,
,35467,,
,35701,,
,35683,,
,36052,,
,35260,,
,35692,,
,35791,,
,35242,,
,35656,,
,35620,,
,35944,,
,35647,,
,35269,,
,35935,,
,35719,,
,35755,,
,35395,,
,35503,,
,35755,,
,35530,,
,35782,,
,35413,,
,35395,,
,35818,,
,35827,,
,35917,,
,35755,,
,35647,,
,35521,,
,35206,,
,35701,,
,36034,,
,35350,,
,36025,,
,35629,,
,35008,,
,35728,,
,35467,,
,35989,,
,35935,,
,35755,,
,35962,,
,35854,,
,35818,,
,35683,,
,35926,,
,35395,,
,35017,,
,36043,,
,35674,,
,35656,,
,35026,,
,35764,,
,35881,,
,35431,,
,35926,,
,36340,,
,35881,,
,35917,,
,35287,,
,35764,,
,35206,,
,35701,,
,35962,,
,35494,,
,35980,,
,35233,,
,36259,,
,35944,,
,35917,,
,36160,,
,35836,,
,35431,,
,35629,,
,35971,,
,36016,,
,36142,,
,36142,,
,35935,,
,35422,,
,35485,,
,35359,,
,35539,,
,35539,,
,35908,,
,35719,,
,35521,,
,35791,,
,35746,,
,36259,,
,35755,,
,35854,,
,35341,,
,36385,,
,35881,,
,35746,,
,36151,,
,35485,,
,35044,,
,35440,,
,35890,,
,35818,,
,35386,,
,35494,,
,35089,,
,35314,,
,35926,,
,35755,,
,35782,,
,35512,,
,35980,,
,35935,,
,35512,,
,35413,,
,35395,,
,35692,,
,35899,,
,35800,,
,35800,,
,35737,,
,36043,,
,35575,,
,36241,,
,35206,,
,35521,,
,35890,,
,35890,,
,35710,,
,35548,,
,35386,,
,35440,,
,35827,,
,35566,,
,35251,,
,35656,,
,35620,,
,35917,,
,35800,,
,35530,,
,35548,,
,35890,,
,35404,,
,35710,,
,35791,,
,35485,,
,35791,,
,35683,,
,35656,,
,35611,,
,35755,,
,35215,,
,35638,,
,35512,,
,35818,,
,35701,,
,35593,,
,36115,,
,35404,,
,35611,,
,35701,,
,35386,,
,35818,,
,35782,,
,35854,,
,36034,,
,35638,,
,35593,,
,35512,,
,35629,,
,35359,,
,36052,,
,35557,,
,35737,,
,35404,,
,35611,,
,35836,,
,35782,,
,36277,,
,35782,,
,35683,,
,35224,,
,35917,,
,35143,,
,35287,,
,35440,,
,36025,,
,36025,,
,34963,,
,35890,,
,35260,,
,35467,,
,35494,,
,35899,,
,35629,,
,35674,,
,35854,,
,36070,,
,35530,,
,35404,,
,35314,,
,36016,,
,35953,,
,35926,,
,36232,,
,35530,,
,35647,,
,35683,,
,35305,,
,35188,,
,35278,,
,35917,,
,35719,,
,35701,,
,35881,,
,35440,,
,36034,,
,35656,,
,36088,,
,35575,,
,35998,,
,35971,,
,35764,,
,35044,,
,35530,,
,36052,,
,35764,,
,35692,,
,35872,,
,35692,,
,35332,,
,35638,,
,35458,,
,35962,,
,36223,,
,35881,,
,35629,,
,35728,,
,35422,,
,35584,,
,35656,,
,36079,,
,35323,,
,35845,,
,35656,,
,35611,,
,35692,,
,35206,,
,35782,,
,35998,,
,35809,,
,36007,,
,35998,,
,35683,,
,35602,,
,36016,,
,35881,,
,36025,,
,35683,,
,35143,,
,35035,,
,35791,,
,35836,,
,35539,,
,35584,,
,36187,,
,35881,,
,35629,,
,35359,,
,35827,,
,36025,,
,36016,,
,35296,,
,35449,,
,35584,,
,35773,,
,36043,,
,35656,,
,36088,,
,35773,,
,35494,,
,35089,,
,35008,,
,36133,,
,35710,,
,35413,,
,35674,,
,36007,,
,35665,,
,35341,,
,35917,,
,35197,,
,35737,,
,35611,,
,35422,,
,35530,,
,35872,,
,35503,,
,35980,,
,35926,,
,35872,,
,35467,,
,35746,,
,36007,,
,35791,,
,36187,,
,35521,,
,35062,,
,35593,,
,35773,,
,35665,,
,35818,,
,35530,,
,35863,,
,35845,,
,35764,,
,35575,,
,35575,,
,35665,,
,35395,,
,35179,,
,35287,,
,34990,,
,35530,,
,36097,,
,35377,,
,35629,,
,35611,,
,35872,,
,35773,,
,35737,,
,35746,,
,35350,,
,35251,,
,35647,,
,34954,,
,35737,,
,35107,,
,35656,,
,35908,,
,35575,,
,35476,,
,35971,,
,35494,,
,35485,,
,35935,,
,35314,,
,35359,,
,35926,,
,35881,,
,35728,,
,35404,,
,36016,,
,35620,,
,35683,,
,35665,,
,36043,,
,35494,,
,35647,,
,35269,,
,35737,,
,35917,,
,35728,,
,35386,,
,35944,,
,35620,,
,35476,,
,36034,,
,35512,,
,35746,,
,35935,,
,35800,,
,36412,,
,35863,,
,35017,,
,35719,,
,36079,,
,35395,,
,35791,,
,35611,,
,35449,,
,35719,,
,35710,,
,35980,,
,35629,,
,35674,,
,35539,,
,35629,,
,36241,,
,35548,,
,35431,,
,35701,,
,36268,,
,35818,,
,35890,,
,35179,,
,35881,,
,35710,,
,35701,,
,35638,,
,35305,,
,35332,,
,36241,,
,35620,,
,35602,,
,35305,,
,35404,,
,35215,,
,35629,,
,35818,,
,36394,,
,36232,,
,35368,,
,35152,,
,35359,,
,35683,,
,35881,,
,35656,,
,35476,,
,35485,,
,36034,,
,35791,,
,35782,,
,35782,,
,35602,,
,35503,,
,35701,,
,35980,,
,36007,,
,36070,,
,35755,,
,35701,,
,36250,,
,36070,,
,35377,,
,35584,,
,35737,,
,35431,,
,36025,,
,35350,,
,35827,,
,35404,,
,36313,,
,35764,,
,35818,,
,35656,,
,35611,,
,35548,,
,35809,,
,35620,,
,35548,,
,35980,,
,35872,,
,35575,,
,35809,,
,35413,,
,35710,,
,35782,,
,35638,,
,35638,,
,35503,,
,35881,,
,36079,,
,35539,,
,35818,,
,35980,,
,35449,,
,35431,,
,36079,,
,35746,,
,35575,,
,35332,,
,35548,,
,35251,,
,35521,,
,35602,,
,35359,,
,35206,,
,35386,,
,35647,,
,35323,,
,35350,,
,35485,,
,35188,,
,35233,,
,35575,,
,35818,,
,35584,,
,35935,,
,35287,,
,36025,,
,35377,,
,36088,,
,35557,,
,35251,,
,35350,,
,35764,,
,35728,,
,35449,,
,35773,,
,36061,,
,35548,,
,35404,,
,35638,,
,35674,,
,35242,,
,35134,,
,35242,,
,35746,,
,36349,,
,35638,,
,35593,,
,35494,,
,35503,,
,35539,,
,35251,,
,35710,,
,35800,,
,35683,,
,35395,,
,36025,,
,35278,,
,35809,,
,35971,,
,35206,,
,35692,,
,35782,,
,35746,,
,35827,,
